,link,name,price,rating,description,how_to_use,country_of_origin
72,https://goldapple.ru/19000200199-blond-redhead-16-11,NEYDO Blond redhead 16.11,6 200₽,4.7,"Сон Антуана о необыкновенной встрече в парижской кондитерской, наполненной запахом фруктов, ванили и шоколада с легкими нотами специй и дерева. Капля риска, щепотка уверенности в себе – и вуаля! – аромат-предсказание готов. Свежие цветочные ноты роз и фрезий, дополненные нюансами сухофруктов и земли… Этот сон точно сбудется!Страна производства парфюмерной композиции - Франция.Antoine, 16.11Ну вот и все – последний клубничный макарун нашел свое место. Витрина, над которой я тружусь с самого утра, наконец-то оформлена. Пора и передохнуть. Но не успеваю даже присесть, как в кондитерскую входит ОНА. Настоящая француженка – небрежная прическа, волосы цвета клубничный блонд, в одной руке букет фрезий, в другой – пакеты с покупками. Такими женщинами я восхищаюсь издалека. Вблизи же впадаю в ступор, меня буквально парализует. А ОНА бродит по кондитерской, и к нашему привычному запаху ванили вдруг добавляется аромат сухофруктов и теплой земли.«Excusez-moi», – указывает ОНА на торт с начинкой из инжира и розовых лепестков. Как зомби снимаю стеклянный клош, и воздух наполняется сладким ароматом. «Délicieuse», – шепчет ОНА. Какой у нее бархатный волнующий голос! Скажи еще что-нибудь, ну пожалуйста… Торт вырывается из моих рук, кувыркается и падает, взрываясь сливочным кремом. Бах! Цветки фрезий разбросаны по полу.Ее волосы в креме, крем на моей щеке. Я смущен, нужно как-то извиниться, но не могу! И вдруг… ОНА начинает хохотать. Я тоже. Протягиваю руку, чтобы смахнуть крошки с ее шелковой блузки. Какое декольте! Она шепчет: «Délicieuse… Délici… deli…» – «De-di-di» – настойчиво звонит будильник.Просыпаюсь, облизывая сухие губы. Как же не вовремя!Страна происхождения товара может отличаться (Республика Корея/Франция).",Только для наружного применения.,Франция
73,https://goldapple.ru/19000328967-vida,OLIENTE VIDA,12 831₽,4.9,"Ароматы oLiente отражают характер того, кто их носит, и намекают на особые черты и подход к жизни.Парфюмерная вода VIDA (100 мл + 10 мл) подчеркнет оптимистичный и уверенный характер женщины, которая знает: жизнь полна интересных возможностей. Ощутить, что ключи к счастью – в ваших руках, помогают яркие ноты солнечного лимона и сочной груши. Любовь к окружающему миру отражают сладкие ноты ванили и пралине, сбалансированные нежным звучанием кокоса.Теплый древесный аккорд в сочетании с амброй украшает насыщенную композицию, воспевающую наслаждение жизнью.Верхние ноты: лимон, груша, бархатцы.Ноты сердца: кокос, пралине, ваниль.Базовые ноты: мускус, амбра, мох, древесный аккорд.",Только для наружного применения.,Турция
74,https://goldapple.ru/19000132732-grape-lemongrass,24.GRAMS Grape & Lemongrass,2 190₽,4.9,"Классическая ароматизированная свеча в стакане из прозрачного стекла с деревянной крышкой с ароматом ""Виноград и лемонграсс"", в котором переплетаются яркие цитрусовые нотки со свежими травяными аккордами. Этот лёгкий аромат наполнит пространство энергией свежести и бодрости.★ Верхние ноты: лимон и бергамот.★ Средние ноты: виноград, красные ягоды, лемонграсс.★ Базовые ноты: мускус, лемонграсс.Время горения: 50 часов","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении.Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
75,https://goldapple.ru/19000163473-beso-negro,BESO BEACH Beso negro,18 270₽,4.6,"BESO NEGRO воссоздает красоту средиземноморской ночи: закат, последние лучи солнца в отражении моря, обволакивающая жара ещё теплого песка и загадочная луна.Фиалка и кардамон в верхних нотах переходят к провокационным пачули, коже и сандалу, которые формируют уникальный и элегантный характер композиции.",Распылите на кожу с расстояния 20-30 см.,Испания
76,https://goldapple.ru/19000017107-solo-ella,LOEWE SOLO ELLA,18 960₽,4.6,"Представляем парфюмерную воду LOEWE Solo Ella из семейства свежих фруктово-цветочных ароматов. В этом аромате гармонично переплетаются ноты красного яблока, нероли, персика, амбры, пихты и зеленого чая, создавая женственную цветочную композицию. Включение персика, груши и умеренно выраженной амбры создает сладкий и динамичный аромат, в котором внимание приковывают все уровни ольфакторной пирамиды — от верхних до базовых нот.Ключевые ингредиенты — жасмин самбак и горький апельсин — придают аромату глубину и стойкость, обеспечивая его неизменность в течение дня. Эссенция зеленого чая добавляет свежести, делая аромат подходящим для любой ситуации.Парфюмерная вода LOEWE Solo Ella, будучи частью коллекции LOEWE Botanical Rainbow, интригует и побуждает к исследованию. Однако тот сложный многосоставный аромат создан для самостоятельного использования.LOEWE Solo Ella заключен в полупрозрачный ярко-оранжевый флакон, символизирующий жизнеутверждающий характер аромата. Монохромная упаковка с фотографией цветка «Centaurea ruthenica» Карла Блоссфельдта придает LOEWE Solo Ella уникальность коллекционного произведения искусства.Позвольте LOEWE Perfumes открыть для вас мир синестезии, где ваши чувства покорят не только тщательно созданные ароматы, но и чистые цвета и приятная тяжесть прохладных стеклянных флаконов. Откройте для себя LOEWE Solo Ella — аромат, воспевающий гармонию зари.","Небольшое количество нанести на тело, избегая попадания в глаза.",Испания
77,https://goldapple.ru/19000400102-all-of-me,NARCISO RODRIGUEZ All Of Me,9 060₽,4.6,"All of me от Narciso Rodriguez - единственное в своем роде отражение меня.All of me – женский аромат от Narciso Rodriguez, смелая и харизматичная цветочная композиция, созданная для нового поколения женщин. Торжество индивидуальности и самовыражения, All of me — аромат для сильных и свободных духом женщин, которые исследуют себя и уверенно принимают все, что делает их уникальными.Многогранный аромат.Объединяя культовую ноту драгоценной розы центифолия с неожиданным аккордом бурбонской герани, ингредиента, который обычно встречается только в мужских ароматах, All of me переосмысляет коды парфюмерии, представляя собой многогранную цветочную композицию, уникальную по своей природе.Выразительный дуэт розы и герани в сочетании с эссенцией магнолии, пудровым черным ирисом и чарующей туберозой образует калейдоскопический цветочный букет, который раскрывается в сердце нежного аккорда молочно-белых мускусов. Эти кремовые, обволакивающие ноты представляют собой захватывающую эволюцию редкого мускусного аккорда, который является фирменным знаком всех ароматов Narciso Rodriguez. Звучание шести различных видов мускуса привносит в аромат особое измерение — мягкость, сияние и богатую древесную текстуру. Базовые ноты раскрываются сандаловым деревом в дуэте с бархатистой амброй, создавая обволакивающий шлейф, который долго держится на коже.Флакон призматической красоты.Элегантный призматический флакон All of me символизирует множество граней женщины, которая его носит, — полный спектр цветов, преломленных в многогранной форме. Геометрически изогнутый флакон является драгоценным объектом искусства, излучающим чистое сияние, подчеркнутое легкой розовой вспышкой, которая перекликается с цветом аромата внутри.Натуральный аромат.All of me - создан на основе осознанного подхода к потреблению, 88% ингредиентов в его составе натурального происхождения.","Наносить на запястье, за мочку уха, на сгиб локтя, на шею в районе межключичной впадины.",Франция
78,https://goldapple.ru/19000257641-la-danza-delle-libellule,NOBILE 1942 La danza delle libellule,15 768₽,4.7,"Парфюмерная вода LA DANZA DELLE LIBELLULE, созданная по принципам ароматерапии для расслабления в самые трудные дни, дарит улыбку и ощущение беззаботности.Название аромата NOBILE 1942 вдохновлено «Танцем стрекоз», итальянской опереттой Франца Легара.Композиция, построенная вокруг жизнерадостных нот красного яблока, корицы и ванили, привносит всю легкость, необходимую для успокоения даже самых беспокойных сердец.",Только для наружного применения.,Италия
79,https://goldapple.ru/26143300001-erotic,FRANCK BOCLET EROTIC,21 000₽,4.5,"Неизбежное плотское желание, воображение рисует фантазии, роскошный и обольстительный поцелуй, интимный и чувственный аромат. Верхние ноты: бергамот, лимон, розмарин, базилик. Ноты сердца: тубероза, лаванда, пачули, кардамон. Базовые ноты: ладан, опопонакс, кедр, сандал, кожа, ваниль, лабданум, кастореум, циветта,мускус, амбра.",нет информации,Франция
80,https://goldapple.ru/19760309633-travel-set-original,HFC Travel Set Asian,25 000₽,4.5,"Четыре стихии, четыре загадки. Таинственный и удивительный мир Азии в четырех миниатюрах бестселлеров Devil's Intrigue, Red Iceberg, Indian Venus и Sword Dancer. Сладкие и свежие одновременно, томные и бодрящие, меняющиеся в зависимости от вашего настроения. Глубокие, полные аллегорий и чувственности, эти выдающиеся произведения искусства нишевой парфюмерии созданы для истинных ценителей.Бренд HFC сотрудничает с разными фабриками для производства флаконов. Заводы-изготовители используют разные материалы, которые могут отражаться на внешнем оформлении продуктов. Отличающийся дизайн комплектующих не влияет на качество ароматов.",нет информации,Франция
81,https://goldapple.ru/19000011050-flora-gorgeous-gardenia,GUCCI Flora Gorgeous Gardenia,20 590₽,4.7,"Перенеситесь в радостную страну фантазий с ароматом Gucci Flora. Новая цветочная парфюмерная вода Gucci Flora Gorgeous Gardenia с легким сладким оттенком предстает в новой рекламной кампании в окружении цветов и пушистых животных. Культовый цветочный аромат создан для свободных духом женщин, излучающих позитивную энергию. Композиция аромата построена вокруг гардении, которая испокон веков почиталась за свою величественную красоту и, как гласят легенды, использовалась для приготовления чудодейственных эликсиров и волшебных зелий. Таинственная нота белой гардении сливается в сердце аромата с абсолю солнечного крупноцветкового жасмина.  Упоительный нектар радости открывают ноты цветка груши. Аккорд тростникового сахара придает шлейфу изысканную сладость. Новый удлиненный флакон из лакированного розового стекла с блестящей золотой крышечкой можно назвать подлинным произведением искусства. Его украшает знаменитый узор Flora в интерпретации Алессандро Микеле. Этот красочный цветочный орнамент, созданный для Gucci художником Витторио Аккорнеро еще в 1966 году, на протяжении многих лет служит одним из символов Дома. Режиссером рекламной кампании стала Петра Коллинз, а образ героини блестяще воплотила певица, актриса, новатор и филантроп Майли Сайрус. Кампания #FloraFantasy – это путешествие в мир розовых грез, вдохновленный японскими аниме и наследием поп-культуры, где излишества отнюдь не излишни. «В кампании Flora Gorgeous Gardenia мы по-новому показываем мир флоры. Нас вдохновила Майли Сайрус, артистка, которой одновременно близки рок-н-ролл и эклектика... Кто сказал, что рок-н-ролл не сочетается с миром цветов и не может воплощать вселенную Flora?» – Алессандро Микеле.","Для каждодневного использования. Нанесите на запястья, шею и зону декольте",Испания
82,https://goldapple.ru/7150200001-happy-for-men-cologne-spray,CLINIQUE HAPPY FOR MEN COLOGNE Spray,11 250₽,4.8,"Одеколон Clinique Happy for men cologne spray — цитрусовый фужерный аромат для мужчин.Уникальный аромат, лежащий на коже тонким шлейфом, удерживая свежесть ветра и морской волны в течение дня.Многослойная композиция одеколона от Clinique искрится цветочными нотами мандарина и грейпфрута, нежно сливаясь с древесным тоном в центре композиции. Тонкий шлейф из ароматов утренней мимозы и экстравагантной орхидеи привносят в композицию бодрость утра и яркость дня.В аромате одеколон Happy for men звонко сияют экзотические кафрский лайм, сладкий каламанзи и нежный юзу, придавая необычный шарм и вплетая свежесть океанского бриза.Завершают композицию ароматы кипариса и кедра, гармонично соединяя в единую симфонию весь сложный аромат одеколона.",нет информации,Швейцария
83,https://goldapple.ru/19000002875-freedomland,MANDARINA DUCK FREEDOMLAND,5 579₽,4.8,"Аромат FREEDOMLAND от MANDARINA DUCK создан для тех, кто выбирает свободу и дух бесконечного веселья. В атмосферу музыкального фестиваля, ошеломляющего зажигательной музыкой и яркими красками, погружают искрящиеся ноты апельсина, лимона, ананаса, клубники, базилика и мяты. Вечеринка продолжается с нотами сердца: коктейлем «Пина колада», кокосовым молоком, жасмином и личи. Полностью окунуться в этот праздник музыки и свободы помогают ноты вишневого десерта, мускуса, гелиотропа и коктейля «Писко-сауэр». Семейство аромата: цветочный фруктовый.",нет информации,Италия
